L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
2408612,179804,7356,1,46.00,86654.80,0.08,0.00,N,O,1996-11-22,1996-10-10,1996-12-15,NONE,FOB,"deposits. "
2408612,154448,6964,2,23.00,34556.12,0.06,0.06,N,O,1996-10-02,1996-11-16,1996-10-05,NONE,"REG AIR","usily blithel"
2408612,6678,6679,3,27.00,42786.09,0.07,0.05,N,O,1996-12-19,1996-11-18,1997-01-11,NONE,MAIL," asymptotes haggle carefully after th"
2408612,26298,8801,4,35.00,42850.15,0.06,0.01,N,O,1996-12-13,1996-11-19,1997-01-11,"COLLECT COD",TRUCK,"l deposits among the s"
2408612,175842,5843,5,17.00,32603.28,0.02,0.05,N,O,1996-11-02,1996-10-06,1996-11-24,"COLLECT COD","REG AIR","ly pending realms are s"
2408613,115438,2972,1,14.00,20348.02,0.05,0.04,N,O,1997-05-03,1997-06-25,1997-05-20,NONE,AIR,"cial deposits; carefully even requests are"
2408613,154360,4361,2,26.00,36773.36,0.05,0.04,N,O,1997-06-06,1997-07-19,1997-06-10,"COLLECT COD",FOB,"lly furiously final r"
2408613,125836,5837,3,2.00,3723.66,0.10,0.05,N,O,1997-04-24,1997-07-01,1997-05-20,"COLLECT COD",RAIL,"deposits poach slyly accord"
2408613,124635,9660,4,20.00,33192.60,0.04,0.05,N,O,1997-08-08,1997-06-17,1997-09-01,"DELIVER IN PERSON","REG AIR"," sleep slyly a"
2408614,53666,6172,1,36.00,58307.76,0.06,0.04,R,F,1992-02-25,1992-04-14,1992-03-25,NONE,SHIP," ironic, pend"
2408614,157846,362,2,39.00,74249.76,0.01,0.08,R,F,1992-02-15,1992-03-21,1992-02-23,NONE,AIR," use. quic"
2408615,4791,9792,1,49.00,83093.71,0.03,0.08,R,F,1993-06-12,1993-06-21,1993-07-12,NONE,FOB," requests are. fluffily unusu"
2408615,106583,6584,2,22.00,34970.76,0.10,0.03,R,F,1993-05-07,1993-06-30,1993-05-27,"COLLECT COD","REG AIR"," ironic reques"
2408615,138604,1118,3,24.00,39422.40,0.07,0.01,A,F,1993-06-20,1993-06-29,1993-07-07,NONE,TRUCK,"deposits against the sly platelets nag car"
2408615,101912,9443,4,22.00,42106.02,0.01,0.02,R,F,1993-06-12,1993-06-11,1993-07-02,NONE,"REG AIR","c frays cajole carefully even pac"
2408615,24422,1929,5,45.00,60588.90,0.04,0.02,R,F,1993-05-14,1993-06-08,1993-06-11,"COLLECT COD",TRUCK,"tipliers cajole. "
2408615,48340,845,6,21.00,27055.14,0.02,0.08,A,F,1993-06-19,1993-07-19,1993-07-12,NONE,FOB,"about the asy"
2408640,64714,2233,1,49.00,82256.79,0.01,0.03,R,F,1995-02-10,1995-02-23,1995-02-25,"TAKE BACK RETURN",TRUCK,"ound the furiously "
2408640,33881,8888,2,46.00,83484.48,0.01,0.06,R,F,1995-03-10,1995-02-22,1995-04-07,"TAKE BACK RETURN",TRUCK,"t requests. ironic, regu"
2408640,37507,11,3,33.00,47668.50,0.08,0.00,A,F,1995-02-12,1995-02-10,1995-02-24,"TAKE BACK RETURN",SHIP,"gular epitaphs. ironic, pending foxes"
2408640,171159,3677,4,29.00,35674.35,0.00,0.08,R,F,1995-01-14,1995-02-19,1995-02-12,"COLLECT COD",AIR,"thely final pearls are above "
2408640,60469,470,5,26.00,37165.96,0.01,0.03,A,F,1994-12-12,1995-02-18,1995-01-04,"COLLECT COD",FOB,"s nag against the final theodolite"
2408640,87887,7888,6,38.00,71245.44,0.10,0.06,R,F,1994-12-23,1994-12-31,1995-01-15,"COLLECT COD",RAIL,"y bold accounts haggle around the permanent"
2408640,107171,7172,7,22.00,25919.74,0.09,0.03,A,F,1995-01-13,1995-02-19,1995-02-09,"DELIVER IN PERSON",AIR,"regular instructions unwind quickly iron"
2408641,22197,4700,1,38.00,42529.22,0.08,0.07,R,F,1995-05-17,1995-05-03,1995-05-20,"TAKE BACK RETURN",SHIP,"ilent dependencies affix "
2408641,49971,7484,2,21.00,40340.37,0.08,0.04,R,F,1995-03-28,1995-05-02,1995-04-24,NONE,"REG AIR","furiously sly dolphins. expres"
2408641,50398,399,3,11.00,14832.29,0.00,0.00,R,F,1995-04-07,1995-05-14,1995-04-24,"TAKE BACK RETURN",SHIP,"luffily even packages. requests according "
2408641,36641,4151,4,18.00,28397.52,0.02,0.08,R,F,1995-04-07,1995-05-01,1995-04-26,NONE,AIR,"ickly regular deposits are slyly ev"
2408641,17554,5058,5,49.00,72105.95,0.03,0.01,N,O,1995-06-27,1995-04-26,1995-06-29,"TAKE BACK RETURN",AIR,"furiously final "
2408641,24842,7345,6,20.00,35336.80,0.03,0.03,N,O,1995-07-03,1995-05-21,1995-07-23,"COLLECT COD",RAIL," furiously regular platele"
2408641,103825,8846,7,48.00,87783.36,0.05,0.08,A,F,1995-04-28,1995-05-20,1995-05-08,"COLLECT COD",MAIL,"ithely pending requests "
2408642,176122,8640,1,33.00,39537.96,0.09,0.00,N,O,1996-07-22,1996-09-16,1996-07-23,NONE,AIR,"al requests. sly"
2408642,71641,6656,2,26.00,41928.64,0.05,0.05,N,O,1996-10-11,1996-07-27,1996-10-18,"TAKE BACK RETURN",MAIL,"ges haggle slyly. final,"
2408642,61651,1652,3,2.00,3225.30,0.04,0.01,N,O,1996-09-27,1996-08-08,1996-10-15,NONE,TRUCK,"out the final"
2408642,154462,6978,4,39.00,59141.94,0.07,0.02,N,O,1996-10-01,1996-07-29,1996-10-10,NONE,"REG AIR","ial requests. packages "
2408642,27968,471,5,37.00,70150.52,0.08,0.07,N,O,1996-09-14,1996-09-08,1996-09-26,"DELIVER IN PERSON",SHIP,"sts. carefully final pinto beans ha"
2408642,57257,2268,6,44.00,53427.00,0.07,0.01,N,O,1996-06-30,1996-09-05,1996-07-20,"DELIVER IN PERSON",AIR,"onic ideas. carefully regular theodolites "
2408643,103907,6418,1,15.00,28663.50,0.09,0.05,N,O,1997-05-16,1997-06-22,1997-06-15,NONE,RAIL,"s affix fluffily ironic instructi"
2408643,163396,3397,2,21.00,30647.19,0.06,0.05,N,O,1997-07-11,1997-06-11,1997-07-21,"DELIVER IN PERSON",TRUCK,"g according to the ironic accounts. re"
2408644,75637,5638,1,47.00,75793.61,0.02,0.03,N,O,1997-06-04,1997-06-21,1997-06-20,NONE,MAIL,"blithely. "
2408644,19707,7211,2,31.00,50427.70,0.01,0.01,N,O,1997-07-28,1997-06-22,1997-08-17,"COLLECT COD",AIR,"s. slyly even requests nag. quick,"
2408644,198827,3866,3,36.00,69329.52,0.09,0.03,N,O,1997-07-10,1997-06-26,1997-07-19,"COLLECT COD",RAIL,"thely bold accounts a"
2408644,84271,6780,4,18.00,22594.86,0.09,0.06,N,O,1997-06-18,1997-05-27,1997-06-23,"COLLECT COD",SHIP,"lithely final theodolites-- bold "
2408644,138532,6072,5,19.00,29840.07,0.05,0.08,N,O,1997-04-25,1997-05-24,1997-05-04,"TAKE BACK RETURN",AIR,"ing pinto beans. express sauternes al"
2408644,101920,1921,6,19.00,36516.48,0.07,0.04,N,O,1997-04-29,1997-05-22,1997-05-03,"TAKE BACK RETURN","REG AIR","iously ironic requests. deposits cajole"
2408644,156287,8803,7,12.00,16119.36,0.00,0.02,N,O,1997-06-30,1997-07-01,1997-07-17,"TAKE BACK RETURN",TRUCK,"ironic foxes around the"
2408645,102225,2226,1,1.00,1227.22,0.10,0.02,N,O,1998-06-21,1998-07-09,1998-07-04,NONE,TRUCK,"tainments cajole carefully packages. b"
2408645,92603,7622,2,36.00,57441.60,0.08,0.04,N,O,1998-06-24,1998-05-24,1998-06-29,"TAKE BACK RETURN",RAIL,"eas. brave"
2408645,169056,6605,3,4.00,4500.20,0.07,0.07,N,O,1998-04-14,1998-05-18,1998-04-23,NONE,RAIL," blithely final instruct"
2408645,122511,2512,4,42.00,64407.42,0.05,0.02,N,O,1998-05-08,1998-05-31,1998-05-29,"COLLECT COD",SHIP,"essly even deposits."
2408645,37046,4556,5,50.00,49152.00,0.05,0.04,N,O,1998-08-06,1998-05-30,1998-08-26,NONE,SHIP,"ests are fluffily; carefully even courts ca"
2408645,16489,1492,6,30.00,42164.40,0.05,0.02,N,O,1998-06-06,1998-05-13,1998-07-03,"TAKE BACK RETURN",AIR," above the special, sile"
2408645,116310,3844,7,11.00,14589.41,0.08,0.02,N,O,1998-06-15,1998-06-07,1998-07-02,NONE,RAIL," carefully express reque"
2408646,17170,7171,1,1.00,1087.17,0.08,0.07,N,O,1996-02-28,1996-01-14,1996-03-10,"TAKE BACK RETURN",SHIP,"ly regular depos"
2408646,160837,3354,2,40.00,75913.20,0.01,0.01,N,O,1996-01-08,1996-02-04,1996-02-05,NONE,"REG AIR","nding packages are around the carefully e"
2408646,172000,2001,3,20.00,21440.00,0.04,0.02,N,O,1995-12-16,1996-02-15,1996-01-02,NONE,"REG AIR","across the "
2408646,192540,5060,4,22.00,35915.88,0.08,0.08,N,O,1995-11-27,1995-12-30,1995-12-21,"COLLECT COD",MAIL,"thely fluffily reg"
2408646,19322,4325,5,15.00,18619.80,0.05,0.04,N,O,1995-11-20,1995-12-19,1995-12-01,NONE,RAIL,"ely even accounts. special pint"
2408646,135217,5218,6,24.00,30053.04,0.00,0.02,N,O,1995-11-20,1996-01-04,1995-12-06,"TAKE BACK RETURN",AIR,"pending requests against the "
2408646,181951,6988,7,37.00,75219.15,0.05,0.01,N,O,1996-03-05,1995-12-23,1996-03-11,"DELIVER IN PERSON",AIR,"ructions sleep furiously."
2408647,37459,4969,1,9.00,12568.05,0.00,0.01,N,O,1997-09-02,1997-11-12,1997-09-03,"COLLECT COD",MAIL,"blithely unusual platelets. fin"
2408647,165567,5568,2,42.00,68567.52,0.01,0.07,N,O,1997-12-29,1997-10-16,1998-01-09,"DELIVER IN PERSON",MAIL,"ost slyly against the regular deposit"
2408647,81322,6339,3,35.00,45616.20,0.04,0.04,N,O,1997-09-10,1997-10-14,1997-09-29,"COLLECT COD",MAIL," pending deposits! final acco"
2408647,165257,2806,4,28.00,37023.00,0.03,0.00,N,O,1997-10-18,1997-11-16,1997-11-17,"DELIVER IN PERSON",SHIP,"ke blithely around the blithely regula"
2408647,73142,664,5,5.00,5575.70,0.01,0.03,N,O,1997-12-20,1997-11-12,1998-01-11,"TAKE BACK RETURN",MAIL,"asymptotes wake slyly pending, iro"
2408672,6918,6919,1,38.00,69346.58,0.00,0.06,R,F,1992-10-14,1992-08-29,1992-10-24,"COLLECT COD",FOB,"uriously according to the quic"
2408672,54740,9751,2,6.00,10168.44,0.00,0.05,R,F,1992-09-10,1992-09-16,1992-09-28,"COLLECT COD",TRUCK,"nts wake en"
2408672,612,5613,3,14.00,21176.54,0.04,0.08,A,F,1992-11-03,1992-09-29,1992-11-11,NONE,SHIP,"r the silently regular foxes. express, e"
2408672,80984,8509,4,43.00,84494.14,0.07,0.00,R,F,1992-10-03,1992-08-16,1992-10-26,"DELIVER IN PERSON",FOB,"eodolites use c"
2408672,84483,2008,5,38.00,55764.24,0.03,0.05,R,F,1992-10-20,1992-09-27,1992-11-19,"COLLECT COD","REG AIR","ep. blithely ironic ideas snooze. s"
2408672,90696,3206,6,21.00,35420.49,0.04,0.02,R,F,1992-10-05,1992-08-24,1992-10-09,"TAKE BACK RETURN",SHIP,"ronic foxes h"
2408673,50598,5609,1,16.00,24777.44,0.10,0.03,N,O,1995-12-25,1996-02-13,1996-01-16,"TAKE BACK RETURN",TRUCK,"packages haggl"
2408673,187982,501,2,49.00,101429.02,0.02,0.03,N,O,1996-02-11,1996-01-18,1996-02-24,"COLLECT COD",AIR,"inal foxes must have to are ironic"
2408673,197968,7969,3,45.00,92968.20,0.07,0.04,N,O,1995-12-05,1996-02-14,1995-12-10,NONE,"REG AIR","nic instruc"
2408674,102622,5133,1,13.00,21120.06,0.04,0.06,N,O,1996-06-07,1996-07-24,1996-06-18,"DELIVER IN PERSON",TRUCK,"final, final accounts abo"
2408674,165282,7799,2,8.00,10778.24,0.03,0.02,N,O,1996-06-01,1996-07-20,1996-06-22,NONE,TRUCK,"s cajole furiously fluffily even depen"
2408674,92927,455,3,24.00,46078.08,0.01,0.08,N,O,1996-09-12,1996-06-15,1996-09-17,"DELIVER IN PERSON",RAIL,"ns nag alongside of the re"
2408674,10798,3300,4,43.00,73477.97,0.08,0.02,N,O,1996-07-21,1996-08-08,1996-07-23,NONE,FOB,"mptotes. unusual, final accounts ha"
2408674,77832,340,5,34.00,61534.22,0.01,0.00,N,O,1996-08-30,1996-06-27,1996-09-05,"COLLECT COD",TRUCK,"rts since the carefully regular"
2408674,115774,797,6,50.00,89488.50,0.00,0.02,N,O,1996-08-14,1996-07-03,1996-09-02,NONE,MAIL," unusual theodolites solve across the caref"
2408675,158281,8282,1,44.00,58928.32,0.05,0.03,A,F,1993-09-30,1993-09-21,1993-10-04,"TAKE BACK RETURN",TRUCK,"ly regular idea"
2408675,22473,7478,2,8.00,11163.76,0.07,0.00,A,F,1993-09-10,1993-09-02,1993-09-12,NONE,AIR,"ular sheaves use slyly carefu"
2408675,87074,7075,3,26.00,27587.82,0.09,0.00,A,F,1993-10-02,1993-08-29,1993-10-21,"COLLECT COD",SHIP,"es sleep quickly ironic deposits. reques"
2408675,47875,7876,4,39.00,71091.93,0.10,0.04,A,F,1993-10-08,1993-09-07,1993-11-04,"COLLECT COD",MAIL,"ironic asympt"
2408675,25468,7971,5,47.00,65492.62,0.06,0.02,R,F,1993-09-09,1993-10-09,1993-09-25,NONE,MAIL,"xpress packages was fluffily blithely sl"
2408675,28228,3233,6,27.00,31217.94,0.08,0.03,A,F,1993-10-11,1993-08-30,1993-10-27,"TAKE BACK RETURN",MAIL,"ers-- iron"
2408675,27813,316,7,11.00,19148.91,0.10,0.06,R,F,1993-09-11,1993-10-04,1993-09-15,"DELIVER IN PERSON",RAIL,"lyly ironic "
2408676,52430,4936,1,35.00,48385.05,0.06,0.07,R,F,1992-09-17,1992-11-27,1992-10-14,"COLLECT COD",FOB," of the slyly even deposits; final depos"
2408676,188913,1432,2,40.00,80076.40,0.06,0.03,A,F,1992-12-02,1992-11-15,1992-12-15,NONE,FOB,"hogs; furiously un"
2408676,51337,3843,3,18.00,23189.94,0.00,0.05,A,F,1992-09-26,1992-12-01,1992-10-21,"COLLECT COD",TRUCK," beans sleep quickly. regular de"
2408676,15938,3442,4,36.00,66741.48,0.09,0.02,A,F,1992-09-17,1992-10-23,1992-09-19,"TAKE BACK RETURN",FOB,"en deposits. furiously regular foxes accor"
2408677,123389,5902,1,35.00,49433.30,0.01,0.04,R,F,1993-09-21,1993-07-26,1993-10-08,"DELIVER IN PERSON","REG AIR","y regular pinto be"
2408677,189507,2026,2,33.00,52684.50,0.08,0.01,R,F,1993-08-28,1993-07-12,1993-09-20,"COLLECT COD",RAIL,"usly packages--"
2408678,26313,3820,1,15.00,18589.65,0.08,0.04,N,O,1996-01-06,1995-12-19,1996-01-18,"DELIVER IN PERSON",TRUCK,"c theodolites. slyly unusua"
2408679,114952,7464,1,26.00,51140.70,0.03,0.01,A,F,1994-10-02,1994-12-26,1994-10-25,"DELIVER IN PERSON",TRUCK,"ding packages alongside"
2408704,117274,2297,1,33.00,42611.91,0.04,0.00,A,F,1992-05-13,1992-04-04,1992-05-21,"DELIVER IN PERSON","REG AIR","sly careful somas cajole against"
2408704,19974,7478,2,15.00,28409.55,0.04,0.08,R,F,1992-06-28,1992-05-12,1992-07-03,"COLLECT COD","REG AIR","pinto beans nag furiously along the "
2408704,86410,3935,3,13.00,18153.33,0.01,0.00,R,F,1992-06-27,1992-05-12,1992-07-25,"COLLECT COD",FOB,"kly fluffy accounts "
2408704,78613,6135,4,25.00,39790.25,0.00,0.03,A,F,1992-04-18,1992-04-12,1992-04-24,"TAKE BACK RETURN",MAIL,"ag carefully. furiously final deposits on t"
2408704,38799,8800,5,14.00,24329.06,0.06,0.07,R,F,1992-04-28,1992-04-25,1992-05-24,"DELIVER IN PERSON",TRUCK,"as are blithely furiously final"
2408704,93554,1082,6,39.00,60354.45,0.00,0.01,R,F,1992-04-30,1992-04-30,1992-05-12,"DELIVER IN PERSON",MAIL,"r deposits "
2408705,79368,9369,1,40.00,53894.40,0.10,0.03,N,O,1995-09-16,1995-08-09,1995-09-30,"DELIVER IN PERSON",SHIP,". slyly thin packages sleep furiou"
2408705,127410,9923,2,42.00,60371.22,0.07,0.00,N,O,1995-09-24,1995-09-17,1995-10-04,"TAKE BACK RETURN",RAIL,"ains are ironic dependencie"
2408705,174110,1662,3,20.00,23682.20,0.10,0.00,N,O,1995-08-11,1995-09-14,1995-09-07,"DELIVER IN PERSON",AIR,"w furiously even r"
2408705,54824,7330,4,46.00,81825.72,0.10,0.03,N,O,1995-09-07,1995-09-07,1995-10-01,NONE,MAIL,"es. requests wake ironic theodolites. re"
2408705,26851,4358,5,8.00,14222.80,0.04,0.05,N,O,1995-10-30,1995-08-09,1995-11-18,NONE,AIR,"courts haggle carefully. "
2408705,69806,7325,6,16.00,28412.80,0.10,0.02,N,O,1995-10-08,1995-09-12,1995-10-18,"DELIVER IN PERSON",SHIP,"s haggle s"
2408706,197487,5045,1,13.00,20598.24,0.00,0.00,A,F,1993-10-21,1993-09-14,1993-10-28,"DELIVER IN PERSON",MAIL,"gular instructions cajole "
2408706,153179,725,2,22.00,27107.74,0.02,0.05,R,F,1993-10-22,1993-09-28,1993-11-15,"DELIVER IN PERSON","REG AIR"," beans haggle quickly. final ideas hagg"
2408706,77918,7919,3,26.00,49293.66,0.07,0.08,R,F,1993-09-30,1993-08-20,1993-10-09,NONE,TRUCK,"thely special deposits n"
2408707,81820,6837,1,1.00,1801.82,0.06,0.02,N,F,1995-05-31,1995-06-18,1995-06-25,"COLLECT COD",AIR,"structions. slyly final"
2408707,133925,6439,2,43.00,84233.56,0.03,0.03,N,O,1995-08-09,1995-07-26,1995-09-01,"DELIVER IN PERSON",RAIL,"sly ironic ideas. unusual"
2408707,72471,4979,3,22.00,31756.34,0.05,0.07,N,O,1995-07-01,1995-07-11,1995-07-03,"COLLECT COD",FOB,"r the ironic braids. slyly"
2408707,13844,6346,4,29.00,50977.36,0.06,0.07,N,O,1995-07-03,1995-06-27,1995-07-27,"COLLECT COD",TRUCK,"ironic requests haggl"
2408707,73989,6497,5,45.00,88334.10,0.04,0.03,A,F,1995-05-08,1995-06-10,1995-06-02,"DELIVER IN PERSON",TRUCK,"tornis wake finally accordi"
2408707,125531,8044,6,5.00,7782.65,0.07,0.00,N,F,1995-05-26,1995-07-16,1995-06-21,"TAKE BACK RETURN","REG AIR","es. blithely ironic inst"
2408708,194738,4739,1,22.00,40320.06,0.04,0.03,R,F,1992-02-02,1992-03-19,1992-02-29,NONE,TRUCK,"inst the slyly final asymptotes; "
2408709,51520,9036,1,35.00,51503.20,0.04,0.03,R,F,1993-02-10,1993-01-16,1993-03-05,"DELIVER IN PERSON",MAIL,"packages. bravely "
2408709,93597,6107,2,33.00,52489.47,0.06,0.01,R,F,1993-02-17,1993-01-03,1993-02-22,"COLLECT COD",TRUCK,"olphins. boldly special pa"
2408709,74298,6806,3,9.00,11450.61,0.00,0.02,R,F,1993-02-22,1993-01-03,1993-03-17,"COLLECT COD",TRUCK,"al accounts snooze blithely. carefully even"
2408710,171538,4056,1,27.00,43457.31,0.04,0.05,N,O,1997-08-09,1997-06-16,1997-09-08,NONE,MAIL,"ounts are fluffily. carefully bold excuse"
2408711,78974,6496,1,41.00,80071.77,0.10,0.08,N,O,1996-04-07,1996-04-19,1996-04-25,"TAKE BACK RETURN",MAIL," are above the final accounts. regul"
2408711,99361,9362,2,8.00,10882.88,0.03,0.07,N,O,1996-03-23,1996-05-16,1996-04-06,NONE,RAIL,"uffily furiously special id"
2408736,133004,5518,1,17.00,17629.00,0.07,0.06,N,O,1998-10-14,1998-09-11,1998-11-06,"TAKE BACK RETURN",AIR,"lar deposits cajole slowly alo"
2408736,185478,7997,2,2.00,3126.94,0.01,0.07,N,O,1998-07-19,1998-09-14,1998-07-25,"COLLECT COD",TRUCK,"egular pinto beans sleep b"
2408736,118528,1040,3,40.00,61860.80,0.10,0.01,N,O,1998-09-27,1998-08-13,1998-10-10,"DELIVER IN PERSON","REG AIR","ular deposits detect agai"
2408736,87991,7992,4,26.00,51453.74,0.04,0.00,N,O,1998-08-11,1998-08-20,1998-09-08,"TAKE BACK RETURN",FOB,"e ironic patterns nag slyly t"
2408736,62448,9967,5,38.00,53596.72,0.02,0.06,N,O,1998-07-17,1998-10-04,1998-08-03,"TAKE BACK RETURN",SHIP,"s. carefully regula"
2408737,17766,2769,1,1.00,1683.76,0.09,0.08,A,F,1994-02-04,1993-12-12,1994-03-03,"COLLECT COD",SHIP,"wake carefully"
2408737,180900,8455,2,8.00,15847.20,0.08,0.05,A,F,1993-11-20,1993-12-28,1993-12-13,NONE,"REG AIR"," packages haggle carefully silently regular"
2408737,170778,5813,3,5.00,9243.85,0.00,0.00,A,F,1993-11-07,1994-01-23,1993-11-12,"COLLECT COD",MAIL,"final, regular foxes cajole. quickly "
2408737,59641,2147,4,49.00,78431.36,0.07,0.06,R,F,1993-12-28,1994-01-25,1994-01-12,NONE,FOB,"s wake ironic accounts; furiously regular"
2408738,33784,8791,1,36.00,61840.08,0.03,0.05,R,F,1992-11-03,1992-12-02,1992-11-29,"TAKE BACK RETURN",MAIL,"re even, bold reque"
2408738,4023,6524,2,42.00,38934.84,0.08,0.00,A,F,1992-11-27,1992-11-26,1992-12-21,"COLLECT COD",FOB,"uriously pending instructions use bl"
2408738,9092,9093,3,30.00,30032.70,0.06,0.05,R,F,1992-12-24,1992-12-26,1992-12-27,"TAKE BACK RETURN",SHIP,"ully final requests. slyly regular pl"
2408738,193405,5925,4,49.00,73421.60,0.02,0.03,R,F,1992-11-04,1993-01-01,1992-11-28,NONE,"REG AIR","ests are in p"
2408738,142142,4657,5,43.00,50918.02,0.06,0.03,A,F,1992-11-14,1992-12-23,1992-11-21,NONE,TRUCK,"ilent, express packages boost care"
2408738,180108,5145,6,15.00,17821.50,0.00,0.04,A,F,1992-12-05,1992-12-02,1992-12-23,"TAKE BACK RETURN",AIR,"t furiously. regular platele"
2408738,68038,5557,7,38.00,38229.14,0.00,0.06,R,F,1992-10-31,1993-01-05,1992-11-22,NONE,FOB,"ly unusual deposits. d"
2408739,114080,1614,1,50.00,54704.00,0.02,0.06,R,F,1992-02-14,1992-03-15,1992-03-14,"DELIVER IN PERSON",FOB,"ans about the blithe"
2408739,129471,9472,2,19.00,28508.93,0.09,0.03,A,F,1992-04-16,1992-04-10,1992-05-10,NONE,TRUCK,"s affix fluff"
2408739,15578,5579,3,43.00,64223.51,0.07,0.02,R,F,1992-03-29,1992-03-30,1992-04-04,"TAKE BACK RETURN","REG AIR","furiously pending depos"
2408739,15901,3405,4,25.00,45422.50,0.03,0.07,R,F,1992-04-29,1992-04-22,1992-05-25,"TAKE BACK RETURN",AIR,"t the slyly"
2408740,139763,2277,1,2.00,3605.52,0.01,0.00,A,F,1994-07-30,1994-08-18,1994-07-31,"COLLECT COD",RAIL," requests sleep after the slyly unu"
2408740,195108,147,2,27.00,32483.70,0.04,0.07,R,F,1994-10-08,1994-07-26,1994-10-16,"DELIVER IN PERSON",MAIL,"s foxes promise quickly quic"
2408740,166730,1763,3,45.00,80852.85,0.07,0.04,R,F,1994-10-15,1994-09-01,1994-10-30,"DELIVER IN PERSON",FOB," escapades! packages sleep p"
2408740,15811,3315,4,7.00,12087.67,0.10,0.04,R,F,1994-10-23,1994-08-14,1994-11-08,"DELIVER IN PERSON",AIR,"r deposits wake"
2408740,127243,7244,5,6.00,7621.44,0.00,0.07,R,F,1994-08-20,1994-08-18,1994-08-21,"TAKE BACK RETURN",AIR,"ess accounts nag fur"
2408741,11243,1244,1,43.00,49632.32,0.10,0.02,A,F,1995-02-12,1995-01-22,1995-02-20,"DELIVER IN PERSON",FOB,"ost quickly ca"
2408741,145062,5063,2,11.00,12177.66,0.07,0.07,A,F,1995-01-07,1995-02-26,1995-02-03,"TAKE BACK RETURN",SHIP,"iously ironi"
2408742,61923,1924,1,18.00,33928.56,0.03,0.08,A,F,1993-05-23,1993-06-30,1993-05-31,NONE,AIR,"e carefully final"
2408742,126663,6664,2,6.00,10137.96,0.02,0.03,R,F,1993-07-08,1993-06-24,1993-07-10,"COLLECT COD",AIR,"efully furious req"
2408742,8876,1377,3,16.00,28557.92,0.03,0.04,R,F,1993-08-18,1993-06-25,1993-08-26,"COLLECT COD",RAIL,"e carefully ironic dolphins. quickly even f"
2408742,162268,7301,4,46.00,61191.96,0.06,0.06,A,F,1993-07-23,1993-05-20,1993-08-21,NONE,RAIL,"cuses. furi"
2408743,67629,5148,1,14.00,22352.68,0.00,0.00,R,F,1993-05-04,1993-04-12,1993-05-16,"TAKE BACK RETURN",RAIL,"ular escapades at the regula"
2408743,31256,1257,2,4.00,4749.00,0.10,0.06,R,F,1993-04-12,1993-04-20,1993-04-18,"TAKE BACK RETURN",RAIL,"kly according to the blith"
2408743,110759,8293,3,21.00,37164.75,0.06,0.05,A,F,1993-06-01,1993-04-23,1993-06-16,"DELIVER IN PERSON",FOB,"ites are carefully after the quickly cl"
2408743,119906,9907,4,2.00,3851.80,0.06,0.03,R,F,1993-04-29,1993-04-25,1993-05-08,"COLLECT COD",TRUCK,"ly. furious requests sle"
2408743,52152,2153,5,26.00,28707.90,0.10,0.00,A,F,1993-03-17,1993-05-06,1993-03-28,NONE,MAIL,"ing to the deposits. pending accounts a"
2408768,184829,7348,1,37.00,70811.34,0.04,0.05,N,O,1997-12-30,1998-02-27,1998-01-04,NONE,"REG AIR","carefully express packages"
2408768,17388,7389,2,1.00,1305.38,0.06,0.04,N,O,1998-03-10,1998-03-09,1998-03-23,"DELIVER IN PERSON","REG AIR","cuses nag furiously blit"
2408769,195770,3328,1,37.00,69033.49,0.09,0.03,N,O,1997-09-09,1997-09-27,1997-09-10,"DELIVER IN PERSON",SHIP," ideas. sly accounts eat furiously? pe"
2408769,100227,5248,2,26.00,31907.72,0.02,0.07,N,O,1997-10-07,1997-09-18,1997-10-15,"TAKE BACK RETURN","REG AIR"," final deposits. "
2408769,101095,6116,3,32.00,35074.88,0.08,0.01,N,O,1997-09-13,1997-09-08,1997-09-22,"DELIVER IN PERSON","REG AIR","uriously ironic deposit"
2408770,37802,2809,1,13.00,22617.40,0.00,0.04,A,F,1993-10-31,1993-09-18,1993-11-25,"COLLECT COD",AIR,"sts haggle across the blithely final "
2408770,130410,5437,2,32.00,46093.12,0.03,0.01,A,F,1993-10-20,1993-10-01,1993-11-05,"TAKE BACK RETURN",TRUCK,"yly according to the bold "
2408770,190073,5112,3,15.00,17446.05,0.07,0.00,R,F,1993-09-05,1993-10-23,1993-10-04,"DELIVER IN PERSON",AIR,"about the bold courts haggl"
2408770,151865,9411,4,28.00,53672.08,0.04,0.07,R,F,1993-08-29,1993-09-14,1993-09-21,"COLLECT COD",FOB,". carefully silent de"
2408770,182846,2847,5,8.00,15430.72,0.02,0.05,A,F,1993-10-13,1993-09-01,1993-11-11,NONE,SHIP,"al, unusual platelets cajole carefully afte"
2408770,83641,3642,6,36.00,58487.04,0.09,0.08,R,F,1993-11-13,1993-10-08,1993-11-22,"DELIVER IN PERSON",FOB,"intain. furious, "
