O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT
3029924,35447,O,50168.84,1998-06-19,3-MEDIUM,"Clerk#000000603",0,"ctions may boost furi"
3029925,91973,O,53382.13,1995-07-12,"4-NOT SPECIFIED","Clerk#000000030",0,"quickly final platelets. f"
3029926,28220,F,247736.71,1992-08-10,1-URGENT,"Clerk#000000419",0,"fluffily pending deposits affix quickly according to the ironic dep"
3029927,138613,O,252265.42,1997-06-24,1-URGENT,"Clerk#000000572",0,"nder accounts. bold pinto be"
3029952,1600,O,181903.79,1997-01-12,2-HIGH,"Clerk#000000111",0,"quickly ironic courts. deposits affix! quickly special asymptotes sleep. c"
3029953,29312,F,37436.68,1992-11-26,1-URGENT,"Clerk#000000814",0,"ous deposits haggle in place of the blith"
3029954,31294,F,159943.56,1993-02-09,1-URGENT,"Clerk#000000384",0," special requests; instruct"
3029955,37939,F,132046.19,1994-01-02,"4-NOT SPECIFIED","Clerk#000000808",0,"sleep against the carefully final ideas. pending, pending deposits "
3029956,124174,O,176056.80,1997-12-25,5-LOW,"Clerk#000000566",0,"al accounts can haggle above the final foxes. fin"
3029957,19175,F,25326.98,1994-07-25,3-MEDIUM,"Clerk#000000858",0,"gular requests: instructions are slyly even instructions. furiously "
3029958,67541,F,311787.52,1993-04-30,3-MEDIUM,"Clerk#000000287",0,"ackages wake fluffily regular, regular deposits. carefully b"
3029959,105620,F,306647.49,1994-08-10,2-HIGH,"Clerk#000000076",0,"he express, regular packages haggle carefully theodol"
3029984,51457,O,74701.85,1998-06-03,2-HIGH,"Clerk#000000941",0,"ress, even foxes cajole slyly against the even accounts; regular foxes af"
3029985,67684,O,45571.71,1996-05-13,2-HIGH,"Clerk#000000613",0,"y special instructions. slyly final accounts boost slyly-- furiously iro"
3029986,106256,O,213310.64,1996-08-29,2-HIGH,"Clerk#000000906",0,"ongside of the ideas! special Tiresias again"
3029987,81670,F,76396.62,1994-07-28,5-LOW,"Clerk#000000014",0," affix carefully busy, pending orbit"
3029988,126277,O,14009.40,1997-10-15,3-MEDIUM,"Clerk#000000546",0," the ideas. requests wake q"
3029989,130042,O,26181.47,1997-02-01,2-HIGH,"Clerk#000000819",0,"y even requests sublate slyly about the slyly even theodolites. silen"
3029990,99220,F,208437.43,1992-11-15,3-MEDIUM,"Clerk#000000050",0,"s. ironically unusual accounts cajole blithely regular, special dol"
3029991,16423,O,40165.16,1997-05-18,2-HIGH,"Clerk#000000410",0,"ly final courts above the furiously even realms haggle ironic packages. sl"
3030016,145076,O,101396.74,1996-09-04,1-URGENT,"Clerk#000000025",0,"althy, final foxes. carefully express b"
3030017,40105,O,198930.71,1997-04-08,5-LOW,"Clerk#000000712",0,"ly carefully bold deposits. bol"
3030018,72200,O,222563.10,1998-01-25,2-HIGH,"Clerk#000000332",0,"l realms dazzle carefully request"
3030019,102961,F,167831.46,1993-09-30,3-MEDIUM,"Clerk#000000447",0," pains wake. carefully regular pinto beans use always "
3030020,40147,O,156992.16,1995-12-26,5-LOW,"Clerk#000000087",0,"ages wake against the doggedly final requests. special accounts are acr"
3030021,38035,O,82592.05,1996-06-03,2-HIGH,"Clerk#000000780",0,"haggle slyly. regular requests haggle carefully "
3030022,104137,F,116388.56,1992-09-16,5-LOW,"Clerk#000000878",0,"uests. quiet excuses detect quickly "
3030023,28699,O,93781.46,1996-10-05,1-URGENT,"Clerk#000000882",0,"ld deposits use idly. carefully even packages mold after the "
3030048,88892,F,240614.39,1992-09-01,2-HIGH,"Clerk#000000759",0,"ns. regular requests sleep slyly. frays"
3030049,146401,F,29427.69,1995-05-14,3-MEDIUM,"Clerk#000000709",0,"en somas haggle after the deposits. accounts s"
3030050,93094,O,193319.77,1998-01-06,"4-NOT SPECIFIED","Clerk#000000656",0," deposits are furiously silent c"
3030051,105896,F,195200.15,1992-02-01,2-HIGH,"Clerk#000000655",0,"he slyly even deposits; blithely ironic dolphi"
3030052,36184,O,192492.85,1995-10-13,"4-NOT SPECIFIED","Clerk#000000135",0," furiously final deposits sleep qui"
3030053,17134,O,220707.21,1997-10-09,2-HIGH,"Clerk#000000026",0,"ajole daringly special, special dependencies. regular "
3030054,117746,F,66122.39,1992-03-24,1-URGENT,"Clerk#000000918",0,"carefully fluffily ironic packages. quickly final accounts wake slyly: eve"
3030055,301,O,194277.76,1997-09-03,5-LOW,"Clerk#000000581",0,"eposits. carefully final asymptotes above the car"
3030080,77839,F,284787.31,1992-04-23,3-MEDIUM,"Clerk#000000121",0,"ing to the quickly unusual theod"
3030081,80743,F,81835.93,1994-07-29,3-MEDIUM,"Clerk#000000739",0,"fily final ideas; carefully special reques"
3030082,124561,O,123806.74,1996-04-23,3-MEDIUM,"Clerk#000000249",0,"tealthy ideas are quickly unusual pinto beans. accounts wa"
3030083,74905,O,264595.26,1998-02-26,5-LOW,"Clerk#000000941",0," snooze slyly. ideas haggle. iron"
3030084,97045,F,323849.54,1992-09-28,1-URGENT,"Clerk#000000768",0,"ular deposits boost. final, pe"
3030085,84515,O,290349.72,1997-12-05,5-LOW,"Clerk#000000533",0,"riously regular accounts. patterns according to the s"
3030086,86426,F,206909.06,1994-09-08,5-LOW,"Clerk#000000412",0,"o the even requests snooze slyly evenly blithe theodo"
3030087,106175,F,24387.99,1992-04-08,1-URGENT,"Clerk#000000213",0,"according to the ideas. slyly regular accounts cajole"
3030112,83033,F,156896.71,1994-05-08,"4-NOT SPECIFIED","Clerk#000000117",0,". dinos run bold, final accounts. fluffily even requests sleep slyly "
3030113,74086,F,353175.43,1994-09-22,3-MEDIUM,"Clerk#000000875",0,"ctions along the accounts caj"
3030114,147602,O,123379.91,1996-07-28,"4-NOT SPECIFIED","Clerk#000000302",0,"aids. carefully bold accounts integ"
3030115,46081,O,105474.54,1997-09-02,5-LOW,"Clerk#000000469",0," the regular instructio"
3030116,25901,O,188473.29,1996-06-13,1-URGENT,"Clerk#000000355",0,"y permanent deposits according to the fluffily express theodolites nag careful"
3030117,13777,F,73760.66,1994-07-27,"4-NOT SPECIFIED","Clerk#000000118",0,"ffily silent ideas wake regular, regular excuses. sly"
3030118,75952,O,120466.51,1996-07-14,3-MEDIUM,"Clerk#000000603",0,"ely ironic pinto beans. carefully special platelets sleep blithely blit"
3030119,7849,F,222646.50,1993-04-18,3-MEDIUM,"Clerk#000000799",0,"eep carefully carefully regular requests. final foxes eat furiously regular "
3030144,50095,F,97317.27,1993-07-21,5-LOW,"Clerk#000000701",0," packages. furiously ironic accounts about the reque"
3030145,140726,O,124088.80,1997-09-07,"4-NOT SPECIFIED","Clerk#000000048",0,"ly quick accounts sleep blithely slyly special pinto beans. ironi"
3030146,125093,F,105282.49,1993-10-24,2-HIGH,"Clerk#000000506",0,"furiously bold idea"
3030147,30728,F,9543.09,1994-11-08,3-MEDIUM,"Clerk#000000330",0,"hely final requests above the fluffy requests sleep bl"
3030148,129547,O,212790.60,1998-07-19,"4-NOT SPECIFIED","Clerk#000000590",0,"eposits. depths solve regularly even ideas. thin foxes detect"
3030149,33178,O,138591.02,1998-05-02,2-HIGH,"Clerk#000000262",0," the express foxes. busily even deposits lose bl"
3030150,53488,O,155432.13,1997-08-01,2-HIGH,"Clerk#000000193",0,"oze. ironic, special packages detect"
3030151,14689,O,120408.18,1996-08-03,3-MEDIUM,"Clerk#000000332",0,"even accounts use carefully among"
3030176,95377,F,33790.54,1992-07-26,1-URGENT,"Clerk#000000066",0," nag. blithely pending deposits boost blithely carefully bold sheaves. foxes "
3030177,87044,F,222754.96,1994-11-14,2-HIGH,"Clerk#000000490",0,"ake furiously pending packages. quickly "
3030178,147221,O,206727.05,1996-01-09,5-LOW,"Clerk#000000520",0,"uickly bold platelets among the bold pinto beans believe after t"
3030179,83431,O,308590.77,1998-06-01,3-MEDIUM,"Clerk#000000656",0,"inally regular requests grow slyly special theodolites. slyly re"
3030180,142427,F,205281.85,1994-01-16,3-MEDIUM,"Clerk#000000817",0,"lly according to the ironic orbits. quickly final pa"
3030181,60077,O,97558.12,1995-06-08,"4-NOT SPECIFIED","Clerk#000000378",0,"gular platelets along the carefully even courts hin"
3030182,52339,O,146043.28,1997-10-05,5-LOW,"Clerk#000000688",0,"y. regular packages wake fluffily. quickly even accounts about the c"
3030183,36920,O,207596.36,1997-06-30,2-HIGH,"Clerk#000000944",0,"ggle quickly silent theodolites. "
3030208,100181,F,165970.58,1994-06-18,1-URGENT,"Clerk#000000149",0,"ess accounts at the final foxes sleep si"
3030209,138170,O,326839.32,1995-11-20,1-URGENT,"Clerk#000000944",0,"ly about the furiously pending dugouts. slyly final instruction"
3030210,72130,O,335937.14,1996-12-05,2-HIGH,"Clerk#000000445",0," notornis. unusual, pending ideas wake slyly af"
3030211,117019,F,244682.57,1992-08-08,"4-NOT SPECIFIED","Clerk#000000813",0,"deposits around the furiously "
3030212,71803,F,181448.84,1993-05-20,"4-NOT SPECIFIED","Clerk#000000948",0," dependencies eat blithely. fur"
3030213,30155,O,139478.22,1996-04-12,5-LOW,"Clerk#000000173",0,"nts along the permanently even pin"
3030214,111673,O,301105.87,1996-03-22,5-LOW,"Clerk#000000903",0,"s sublate slyly express packages. furiously "
3030215,60064,O,215735.33,1995-05-30,2-HIGH,"Clerk#000000831",0,"oost. slyly final asymptotes cajole slyly pending platelets. fra"
3030240,124949,O,192077.27,1997-07-29,2-HIGH,"Clerk#000000659",0,"ly regular instructions: quickly special requests alongside of the "
3030241,5138,F,141944.34,1992-09-11,5-LOW,"Clerk#000000126",0,"usly even platelets are packages. slyly ironic dolphins haggle furious"
3030242,104249,O,257916.63,1998-02-14,5-LOW,"Clerk#000000372",0," final requests across the dolphins promise th"
3030243,102575,O,360598.76,1998-07-04,1-URGENT,"Clerk#000000170",0,"rding to the bold deposits boost furiously quickly special "
3030244,19622,F,221854.17,1994-01-31,5-LOW,"Clerk#000000091",0,"c courts. carefully b"
3030245,72079,F,200792.29,1994-01-28,1-URGENT,"Clerk#000000515",0,"ans. bold, regular dolphins ab"
3030246,25762,O,226143.83,1998-05-20,1-URGENT,"Clerk#000000832",0,"luffy somas. carefully regular deposits use silently. silently pending reques"
3030247,74956,F,214914.98,1994-03-20,"4-NOT SPECIFIED","Clerk#000000464",0,"usy accounts. carefully even depths wake."
3030272,64073,F,57269.85,1993-09-27,2-HIGH,"Clerk#000000501",0," express warhorses sleep closely. bravely special deposits sleep slyly "
3030273,8992,F,17470.21,1994-12-01,1-URGENT,"Clerk#000000335",0,"uriously slyly ironic accounts-- blithely final accounts nag furiously. quick"
3030274,59714,F,191938.67,1995-02-16,"4-NOT SPECIFIED","Clerk#000000601",0,"fluffily final pinto beans. fluffily special accounts nag packages. thin a"
3030275,102010,F,303026.53,1992-09-08,3-MEDIUM,"Clerk#000000546",0,"quests sublate fluffily after"
3030276,129343,F,103389.65,1994-12-03,1-URGENT,"Clerk#000000753",0,"olites haggle slyly. carefully ironic requests according to"
3030277,35833,F,34814.04,1992-12-01,2-HIGH,"Clerk#000000546",0," slyly ironic packages cajole; pending, final "
3030278,131912,F,358605.69,1994-08-19,"4-NOT SPECIFIED","Clerk#000000091",0,"sly pending theodolites wake blith"
3030279,30238,F,170984.69,1993-03-06,"4-NOT SPECIFIED","Clerk#000000634",0,", pending packages aff"
3030304,133771,F,129442.48,1994-10-26,"4-NOT SPECIFIED","Clerk#000000173",0,"wake. furiously bold foxes should are carefully express requests. carefully u"
3030305,59929,F,191802.09,1992-07-08,"4-NOT SPECIFIED","Clerk#000000882",0,"about the fluffily f"
3030306,109903,O,34497.45,1997-03-09,"4-NOT SPECIFIED","Clerk#000000717",0,"oss the slyly final accounts. slyly even requ"
3030307,7912,F,65779.40,1992-01-26,3-MEDIUM,"Clerk#000000254",0," stealthy requests. slyly pending accounts eat even plat"
3030308,67840,O,177586.81,1997-09-15,1-URGENT,"Clerk#000000929",0,"le permanently among the regular requests. fur"
3030309,35932,F,57610.16,1993-12-03,3-MEDIUM,"Clerk#000000241",0,"y ironic asymptotes solve slyly special i"
3030310,4717,O,228776.05,1996-03-08,"4-NOT SPECIFIED","Clerk#000000449",0,"ost against the regular pinto "
3030311,51307,O,238249.76,1996-12-22,5-LOW,"Clerk#000000608",0,"the slyly even accounts cajole am"
3030336,87533,O,251968.27,1996-10-31,1-URGENT,"Clerk#000000976",0,"symptotes sleep final as"
3030337,109801,O,100797.22,1997-09-06,"4-NOT SPECIFIED","Clerk#000000809",0,"foxes dazzle along the slyly idle requests. deposits use. "
3030338,112843,O,100262.00,1996-07-23,5-LOW,"Clerk#000000344",0,"lithely special deposits for the sl"
3030339,84919,F,51567.71,1993-08-28,1-URGENT,"Clerk#000000992",0,"furiously. final, even foxes cajole carefully. f"
3030340,110588,O,167030.42,1995-09-29,2-HIGH,"Clerk#000000197",0,"ns. deposits according to the special theodolites slee"
3030341,141083,O,213930.37,1996-10-09,"4-NOT SPECIFIED","Clerk#000000296",0,"s are blithely. quickly pending accounts na"
3030342,128851,F,216182.46,1992-06-15,"4-NOT SPECIFIED","Clerk#000000706",0,"furiously ironic requests about the blithely unusual accounts integrate"
3030343,43538,O,128606.55,1995-09-07,1-URGENT,"Clerk#000000369",0,"yly final instructions haggle above the carefully express deposits. final de"
3030368,29825,F,54779.77,1994-08-20,5-LOW,"Clerk#000000802",0,"layers. carefully final platelets use along the busily special packages. idl"
3030369,105458,O,98384.35,1997-11-13,3-MEDIUM,"Clerk#000000251",0,"s. ironic, final theodolites must have to sleep quickly special ideas. furi"
3030370,30439,P,110617.24,1995-03-13,"4-NOT SPECIFIED","Clerk#000000216",0,"nusual foxes. sometimes furious deposits cajole around t"
3030371,60536,F,244244.15,1992-11-01,"4-NOT SPECIFIED","Clerk#000000715",0,"structions. slyly final accounts haggle carefully slyly even reque"
3030372,123731,O,56064.02,1998-04-25,5-LOW,"Clerk#000000628",0," dolphins haggle thinly across the slyly final pinto beans. "
3030373,95557,F,236517.00,1993-03-17,1-URGENT,"Clerk#000000258",0,"fully regular pinto beans. furiously regular requests detect finally along t"
3030374,112630,F,259858.08,1992-02-14,"4-NOT SPECIFIED","Clerk#000000986",0,"arefully even packages poach quickly after the blithely re"
3030375,100009,F,112683.82,1992-07-18,"4-NOT SPECIFIED","Clerk#000000674",0,"r theodolites sleep"
3030400,99310,F,124882.66,1994-07-07,1-URGENT,"Clerk#000000712",0,", pending instructions use quickly among"
3030401,31885,F,92410.41,1993-08-19,3-MEDIUM,"Clerk#000000236",0,". fluffily even packages sleep furiously even theodolite"
3030402,73876,F,160694.46,1993-07-01,3-MEDIUM,"Clerk#000000579",0,"theodolites. slyly final dolphins sleep fluffily"
3030403,66691,F,277082.71,1992-05-31,2-HIGH,"Clerk#000000766",0,"l accounts wake. blithely ironic deposits are according to the dogged excuse"
3030404,46888,O,89375.67,1996-07-02,"4-NOT SPECIFIED","Clerk#000000179",0,"round the quickly regular instructions. silent, express req"
3030405,76723,O,307481.01,1997-04-22,1-URGENT,"Clerk#000000929",0,"s detect silent realms. furiously regular accoun"
3030406,50723,O,123423.52,1997-02-07,2-HIGH,"Clerk#000000317",0,"bout the deposits. fluffily special excuses r"
3030407,43466,F,98518.78,1992-04-15,2-HIGH,"Clerk#000000711",0,"ckly ironic accounts. slyly final pinto beans wake fluffily blithely fi"
3030432,29077,O,62379.00,1995-10-13,3-MEDIUM,"Clerk#000000335",0,"ter the platelets. fu"
3030433,143927,F,19340.57,1992-01-02,"4-NOT SPECIFIED","Clerk#000000891",0,"packages. ironic, unusual excuses boost alongside of the slyly "
3030434,68410,O,103593.28,1995-10-09,5-LOW,"Clerk#000000406",0," against the final deposits; f"
3030435,143752,F,29708.35,1992-08-28,5-LOW,"Clerk#000000593",0," carefully final sheaves integrate about the slyly ironic pinto beans. slyl"
3030436,116036,F,7006.47,1992-08-04,5-LOW,"Clerk#000000653",0,"le carefully blithe excuses: blithel"
3030437,54625,O,36650.32,1995-08-15,2-HIGH,"Clerk#000000356",0,"thely. dogged, ironic instructions wake idly. dependencies hag"
3030438,72362,F,63146.01,1994-07-23,2-HIGH,"Clerk#000000742",0,"packages are quickly above t"
3030439,134894,O,235567.15,1998-01-11,3-MEDIUM,"Clerk#000000076",0,"s across the regular "
3030464,53048,O,71504.34,1996-11-24,5-LOW,"Clerk#000000529",0,"deposits. final, regular grouches affix re"
3030465,113303,O,16193.00,1995-10-21,2-HIGH,"Clerk#000000989",0,"g to the fluffily regular requests. ironic, ironic "
3030466,19591,F,284026.68,1994-11-04,5-LOW,"Clerk#000000373",0,"bold patterns. ironic accounts cajole slyly carefu"
3030467,142813,F,58268.79,1993-10-25,"4-NOT SPECIFIED","Clerk#000000584",0,"uests sleep regular requests. regular, final theodolites among the quickly f"
3030468,101302,F,192211.29,1994-12-23,5-LOW,"Clerk#000000952",0,"dolphins. fluffily ironic dugouts around the carefully unusua"
3030469,59437,F,73486.17,1994-08-15,2-HIGH,"Clerk#000000335",0,"egular, final request"
3030470,90251,F,101824.98,1994-06-10,3-MEDIUM,"Clerk#000000047",0,"heodolites nag about the quickly bold accounts."
3030471,41794,O,271952.28,1997-09-30,"4-NOT SPECIFIED","Clerk#000000855",0,"s sleep furiously slyly regular deposits. furiously regular"
3030496,125779,O,169523.04,1996-07-01,"4-NOT SPECIFIED","Clerk#000000697",0,"thely regular packages are quickly"
3030497,12794,O,142551.58,1997-10-04,1-URGENT,"Clerk#000000244",0," quickly final warhorses. quiet, regular packages ab"
3030498,73999,O,261168.32,1995-05-31,"4-NOT SPECIFIED","Clerk#000000966",0,"y special accounts cajole carefully slyly ironic packages. "
3030499,37093,F,202951.27,1993-10-29,5-LOW,"Clerk#000000295",0," integrate final, regular requests. slyly"
3030500,140131,O,94760.26,1997-02-28,5-LOW,"Clerk#000000837",0,"pths wake across the ideas. bold a"
3030501,18745,F,41300.24,1993-08-15,1-URGENT,"Clerk#000000370",0,"ial sheaves haggle across the silent dependencies. blithely even deposits "
3030502,32192,F,329437.94,1992-02-16,"4-NOT SPECIFIED","Clerk#000000645",0," the ironic theodoli"
3030503,147433,O,312345.23,1996-06-03,3-MEDIUM,"Clerk#000000410",0,". furiously special theodolites use. b"
3030528,36355,O,135437.55,1997-09-15,"4-NOT SPECIFIED","Clerk#000000433",0,"s do affix slyly about the slyly regular requests. sp"
3030529,61381,O,61915.57,1998-07-06,"4-NOT SPECIFIED","Clerk#000000237",0,"lyly ironic packages"
3030530,62566,F,23208.80,1995-06-02,1-URGENT,"Clerk#000000581",0,"asymptotes nag fluffily. express foxes sleep carefully along the fl"
3030531,37685,F,156811.30,1993-03-06,1-URGENT,"Clerk#000000213",0,"c tithes. finally busy hockey players ca"
